지역,이름,사업자,소재지,면적(제곱미터),홀,구분
경남,의령 리온컨트리클럽,우신레저㈜남경현,의령군 칠곡면 지굴산로 101-33,1437044,27,대중제
경남,골프존카운티 경남,㈜지씨경남서상현,함안군 칠원면 운무로 470,786500,18,대중제
경남,부곡컨트리클럽,현일개발㈜배영환,창녕군 부곡면 온천로 445,672813,18,회원제
경남,힐마루컨트리클럽,㈜ 동 훈김점동,창녕군 장마면 영산계성로 469-195,995616,18,회원제
경남,힐마루컨트리클럽,㈜ 동 훈김점동,창녕군 장마면 영산계성로 469-195,1012743,18,대중제
경남,고성노벨컨트리클럽,고성관광개발㈜박광환 최경훈,고성군 회화면 회진로 567,1400466,27,회원제
경남,고성컨트리클럽,㈜ 쌍 마김기석,고성군 고성읍 월평3길 250,253145,9,대중제
경남,아난티남해CC,㈜아난티이만규,남해군 남면 남서대로 1179번길 40-109,378840,9,대중제
경남,아난티남해GC,㈜아난티이만규,남해군 남면 남서대로 1179번길 40-109,377429,9,대중제
경남,사우스케이프오너스클럽,㈜사우스케이프강경수,남해군 창선면 흥선로 1545,1331102,18,비회원제
경남,경남스카이뷰CC,(주)경남관광호텔김도연 김종현,함양군 서상면 소로길 226,1032347,18,대중제
경남,거창친환경대중골프장,거창군수,거창군 가조면 우륵길 410-284,571765,9,대중제
경남,클럽디거창,㈜이도 최정훈,거창군 신원면 덕산리 산 13번지,1814016,27,대중제
경남,아델스코트 컨트리클럽,㈜에이스컨트리클럽이종훈,합천군 가야면 가조가야로 1916-35,1399432,27,대중제
경북,오션힐스포항C.C,오션힐스골프앤리조트㈜ 이승도,경상북도 포항시 북구 송라면 대전길 7,918977,18,회원제
경북,오션힐스포항C.C,오션힐스골프앤리조트㈜ 이승도,경상북도 포항시 북구 송라면 대전길 7,400940,9,대중제
경북,청하이스턴C.C,㈜이스턴 이일선,경상북도 포항시 청하면 용산길 94,238597,9,대중제
경북,포항C.C,㈜홍익레저산업 김청룡,경상북도 포항시 송라면 동해대로 2751번길 123,986443,18,대중제
경북,경주신라C.C,㈜경주신라CC 박태일,경상북도 경주시 보문로 319,1876682,36,회원제
경북,보문G.C,경북문화관광공사 김남일,경상북도 경주시 보문로 182-14,769499,18,대중제
경북,경주C.C,보문개발㈜ 박흥국,경상북도 경주시 보문로 182-98,1461103,27,대중제
경북,마우나오션C.C,㈜엠오디 장재혁,경상북도 경주시 양남면 동남로 982,786697,18,회원제
경북,마우나오션블루,㈜엠오디 장재혁,경상북도 경주시 양남면 동남로 982,506975,9,대중제
경북,가든골프클럽,㈜코오롱글로텍 김영범,경상북도 경주시 불국로 289-17,175806,9,대중제
경북,우리G.C,㈜퍼블릭개발 조영래,경상북도 경주시 양남면 동남로 972,442362,9,대중제
경북,서라벌G.C,㈜서라벌 김광세,경상북도 경주시 외동읍 내외로 577-189,1979892,36,대중제
경북,서라벌G.C,㈜디아너스 이명숙,경상북도 경주시 외동읍 내외로 577-189,438447,9,대중제
경북,골프존카운티 감포,㈜지씨감포 서상현,경상북도 경주시 감포읍 동해안로 1819-59,983849,18,대중제
경북,디아너스C.C,㈜강동씨앤엘 구희택 강대완,경상북도 경주시 보불로 391,1258239,27,회원제
경북,선리치G.C,㈜월성종합개발 이상걸,경상북도 경주시 안강읍 검단장골길 181-17,244372,9,대중제
경북,안강레전드G.C,옥산개발㈜ 허상호 김태열,경상북도 경주시 안강읍 낙산길 85,404646,9,대중제
경북,이스트힐C.C,㈜청학씨앤디 성세연,경상북도 경주시 양남면 외남로 1377,1363308,18,대중제
경북,힐스카이C.C,㈜힐스카이 고진호,경상북도 경주시 천북면 천강로 412-299 ,1816593,24,대중제
경북,애플밸리C.C,에스엠하이플러스㈜ 우기원,경상북도 김천시 어모면 작점로 606,486519,9,대중제
경북,포도C.C,㈜다옴 이세홍,경상북도 김천시 구성면 남김천대로 2532,774060,27,대중제
경북,남안동C.C ,디아이개발㈜ 박춘영,경상북도 안동시 일직면 풍일로 1887,1046500,18,회원제
경북,안동리버힐C.C,오이코스산업㈜ 이옥춘,경상북도 안동시 풍천면 풍일로 1572,1017714,18,회원제
경북,안동레이크골프클럽,경북문화관광공사 김남일,경상북도 안동시 관광단지로 316,982527,18,대중제
경북,골프존카운티 선산,㈜지씨선산 서상현,경상북도 구미시 산동면 강동로 953-73,977678,18,회원제
경북,골프존카운티 구미,㈜지씨구미 서상현,경상북도 구미시 산동면 강동로 953-74,541702,18,대중제
경북,구미C.C,신구미개발㈜ 박병웅,경상북도 구미시 장천면 송백로 229,1205829,27,대중제
경북,오펠G.C,부성개발㈜ 구성식,경상북도 영천시 고경면 호국로 1221-24,1311521,27,회원제
경북,영천C.C,임고개발㈜ 이승도,경상북도 영천시 임고면 방목길 34-2,1332592,27,회원제
경북,시엘G.C,㈜금호개발 김도윤,경상북도 영천시 청통면 청통로 334-41,186373,9,대중제
경북,청통골프장,㈜골프존카운티영천 서상현㈜골프존카운티 서상현,경상북도 영천시 청통면 청통로 733,724398,18,대중제
경북,블루원상주골프리조트,㈜블루원 윤재연,경상북도 상주시 모서면 화현3길 127,1038679,18,대중제
경북,뉴스프링빌Ⅱ,㈜동승레저 김용식 홍건표,경상북도 상주시 모서면 백화로 40,1081418,18,대중제
경북,문경레저타운골프장,㈜문경레저타운 정광호,경상북도 문경시 마성면 문경골프장길 240,1022039,18,대중제
경북,대구C.C,경산개발㈜ 우승수,경상북도 경산시 진량읍 일연로 718-42,1080303,27,회원제
경북,인터불고컨트리클럽,인터불고컨트리클럽㈜ 최만수,경상북도 경산시 삼성현로 614-26,1695525,27,회원제
경북,엠스클럽의성,㈜바이오컨트리클럽 이하수 민병소,경상북도 의성군 봉양면 농공마전길 125-78,957974,18,대중제
경북,엠스클럽의성,대지개발㈜ 문병동,경상북도 의성군 봉양면 농공마전길 125-78,496811,9,대중제
경북,파라지오C.C,㈜파라지오 최정헌 정영권,경상북도 의성군 봉양면 농공마전길 167,972560,18,대중제
경북,오션비치C.C,㈜오션비치 박재선,경상북도 영덕군 강구면 동해대로 4265-43,1410518,27,대중제
경북,그레이스C.C,㈜태왕아너스 이명숙,경상북도 청도군 이서면 서녁길 91,1465851,27,대중제
경북,오션힐스청도G.C,유창개발㈜ 이승도,경상북도 청도군 매전면 곰티로 370-204,804257,18,대중제
경북,펜타뷰골프클럽,아리유㈜ 이건순,경상북도 청도군 금천면 금천로 709,249315,9,대중제
경북,유니밸리C.C,고령컨트리클럽㈜ 정성운,경상북도 고령군 고령읍 일량로 588,385623,9,대중제
경북,마스터피스CC,㈜누가개발 김인자,경상북도 고령군 쌍림면 산막길 47-80,1034362,18,대중제
경북,대가야CC,㈜흥진레저 심병재,경상북도 고령군 대가야읍 대가야로 1103,469311,9,대중제
경북,다산 샤인힐CC,두강건설㈜ 이정익,경상북도 고령군 다산면 벌지로 175-115,1031280,18,대중제
경북,파미힐스C.C,㈜한길 황광재 임충서으 김형일,경상북도 칠곡군 왜관읍 봉계로 263,2094223,36,회원제
경북,마이다스 구미 골프아카데미,㈜대교디앤에스 최득희,경상북도 칠곡군 가산면 학하2길 54-171,428970,9,대중제
경북,세븐밸리C.C,㈜세븐밸리제이씨 강기백,경상북도 칠곡군 왜관읍 봉계3길 180,941849,18,대중제
경북,칠곡아이위시C.C,㈜동화레져 문종혁,경상북도 칠곡군 기산면 노석1길 49-112,375039,9,대중제
경북,한맥C.C&노블리아,한맥개발㈜ 임기주,경상북도 예천군 호명면 한맥골프장길 72,1000226,18,대중제
경북,마린CC,울진군수,경상북도 울진군 매화면 매화로 115-99,1221145,18,대중제
광주,빛고을컨트리클럽,광주광역시도시공사사장,  광주광역시 남구 효우로 153(노대동),201055,9,대중제
광주,에콜리안광산골프장,국민체육진흥공단이사장,  광주광역시 광산구 오목내길 26(연산동),326823,9,대중제
광주,어등산컨트리클럽,(주)어등산리조트대표이사 고경주,  광주광역시 광산구 무진대로 31(운수동),1567463,27,대중제
대구,팔공컨트리클럽,우경개발㈜ (정찬우),대구광역시 동구 팔공산로 237길 186,769047,18,회원제
대구,냉천컨트리클럽,냉천개발㈜ (윤상락),대구광역시 달성군 가창면 가창로 1037-9,181423,9,대중제
대구,구니컨트리클럽,케이알스포츠㈜ (정하석),대구광역시 군위군 군위읍 도군로 2450,841556,18,대중제
대구,오펠골프클럽,신우개발㈜ (이정익),대구광역시 군위군 산성면 부흥로 227,989044,18,대중제
대구,이지스카이컨트리클럽,㈜이지컨트리클럽(박현철),대구광역시 군위군 군위읍 대흥1길 48-100,891244,18,대중제
대전,유성컨트리클럽,강현모강은모,대전 유성구 현충원로 200(덕명동 215-7번지),1156423,18,회원제
대전,대덕복지센터,배재웅,대전 유성구 유성대로 1689번길 69(전민동 463번지),318382,9,대중제
대전,금실대덕밸리CC,정영숙,대전 유성구 테크노중앙로 210(용산동 676번지),259401,9,대중제
부산,부산컨트리클럽,(사)부산컨트리클럽(서정의),부산광역시 금정구 중앙대로2327번길 11,495417,18,회원제
부산,동래베네스트골프클럽,삼성물산㈜(정해린),부산광역시 금정구 하정로 66,1083148,18,회원제
부산,하이스트컨트리클럽,㈜정상개발(박정오),부산광역시 강서구 과학산단1로 172,373474,9,대중제
부산,해라컨트리클럽,㈜성우알앤디(양근동 김경례),부산광역시 강서구 과학산단로 306번길 77,175444,9,대중제
부산,아시아드컨트리클럽,삼성물산㈜(김도형),부산광역시 기장군 일광읍 차양길 26,14511187,27,회원제
부산,해운대컨트리클럽,경원개발㈜(조성태),부산광역시 기장군 정관면 병산2로 265,1527000,27,회원제
부산,베이사이드골프클럽,일광개발㈜(백규현),부산광역시 기장군 일광읍 이천8길 100,1399166,27,회원제
부산,해운대비치골프앤리조트,해운대비치골프앤리조트㈜(박호성),부산광역시 기장군 기장읍 대변로 74,846781,18,회원제
부산,기장동원로얄컨트리클럽,㈜남양종합개발(장정규),부산광역시 기장군 기장읍 반송로 1345-52,371489,9,대중제
부산,스톤게이트컨트리클럽,㈜오션디앤씨 일광개발(이치헌 권혁운),부산광역시 기장군 일광읍 곡천길 317,1129738,18,대중제
서울,인서울27골프클럽,인서울27골프클럽(주)(김태호),서울특별시 강서구 오정로 443-198,998126,27,비회원제
세종,세종에머슨컨트리클럽, 세종에머슨㈜ ,세종특별자치시 전의면 운주산로 1510,14196123,27,회원제
세종,건설공제조합세종필드골프클럽, 건설공제조합세종개발 주식회사 ,세종특별자치시 정안세종로  1569,1009660,18,대중제
세종,세종레이캐슬골프&리조트,㈜자광홀딩스,세종특별자치시 전의면 의당전의로 252,1301532,27,대중제
울산,보라골프장,반도개발(안영호),울주군 삼동면 삼동로 404,1425800,27,회원제
울산,삼남골프장,삼남(김혜숙),울주군 삼남면 방기가천로 179,247991,9,대중제
울산,더골프골프장,고암개발(노승현),울주군 서생면 용연길 206-52,806584,18,대중제
울산,울산골프장,울산개발(김석환),울주군 웅촌면 웅촌로 1,1428262,27,회원제
울산,베이스타즈CC,새정스타즈(정상헌),북구 미포산업로 800,730509,18,대중제
울산,오르비스골프클럽,㈜산양(엄재목),울주군 온양읍 망양리 산14-9,826480,18,대중제
인천,인천국제컨트리클럽,㈜신태진(강형식김태진),인천시 서구 도요지로 37,811919,18,회원제
인천,잭 니클라우스 골프클럽 코리아,㈜ 포스코 O&M(김정호),인천시 연수구 아카데미로 209,771912,18,회원제
인천,송도골프클럽,㈜송도골프,인천시 연수구 능허대로 236,116842,8,대중제
인천,인천그랜드컨트리클럽,㈜동군(임광수 임재원),인천시 서구 원석로 195,463583,18,대중제
인천,클럽72(바다),㈜케이엠에이치 신라레저 ㈜파주컨트리클럽 옥산레저㈜,인천시 중구 공항동로 392,2685570,63,대중제
인천,클럽72(하늘),㈜케이엠에이치 신라레저 ㈜파주컨트리클럽 옥산레저㈜,인천시 중구 공항동로135번길 267,934611,18,대중제
인천,베어즈베스트청라골프클럽,㈜블루아일랜드개발,인천시 서구 청라대로 316번길 45,1360105,27,대중제
인천,드림파크골프장,수도권매립지관리공사,인천시 서구 거월로 61,1533427,36,대중제
인천,골프존카운티 송도 골프장,㈜골프존카운티,인천시 연수구 인천신항대로 1120,510720,18,대중제
인천,석모도컨트리클럽,해륜개발㈜,인천시 강화군 어류정길 177,717432,18,대중제
인천,오렌지듄스 영종골프클럽,㈜영종오렌지,인천시 중구 운서동 2850-43번지 일원,821641,18,대중제
인천,강화 선두리 골프장,㈜강호개발,인천시 강화군 해안남로 474번길 59,240286,9,대중제
인천,베르힐CC 영종,KB부동산신탁㈜㈜세계한상드림아일랜드,인천시 중구 한상중앙로 66(중산동),1650307,36,대중제
전남,여수시티파크골프&호텔,김영한,전남 여수시 좌수영로 641,1035509,18,대중제
전남,디오션CC,김종관,전남 여수시 화양면 안포리 1917,1103049,18,대중제
전남,세이지우드 여수경도,김승건,전남 여수시 대경도길 111,1640629,27,대중제
전남,포라이즌,김정수,전남 순천시 별량면 오실길 333,1791833,27,회원제
전남,파인힐스CC,이화영,전남 순천시 주암면 송강사길 99,1505472,27,대중제
전남,순천CC,임종욱,전남 순천시 별량면 동화사길 85,342120,9,대중제
전남,골프존카운티,서상현,전남 순천시 주암면 행정1길 77,1627955,36,대중제
전남,순천부영CC,최양환,전남 순천시 해룡면 신대로 188,842238,18,대중제
전남,골드레이크CC,임대형,전남 나주시 남평읍 나주호로 442-129,875813,18,대중제
전남,골드레이크CC,임대형,전남 나주시 남평읍 나주호로 442-129,955301,18,회원제
전남,해피니스CC,차재진,전남 나주시 다도면 다도로 171-60,1381092,18,대중제
전남,해피니스CC,차재진,전남 나주시 다도면 다도로 171-60,820632,18,회원제
전남,나주CC,김천종,전남 나주시 공산면 상방신포길 154-32,247058,9,대중제
전남,나주힐스CC,김태식,전남 나주시 공산면 삼방신포길 160-27,242878,9,대중제
전남,광양CC,반재경,전남 광양시 가야로 223,234987,6,대중제
전남,창평CC,김형준,전남 담양군 창평면 오강리 27-2,263053,9,대중제
전남,레이나CC,차성만,전남 담양군 담양읍 깊은실길 169,785210,18,대중제
전남,죽향CC,한정수,전남 담양군 창평면 창평로 159,396682,9,대중제
전남,광주CC,고혁주 이영,전남 곡성군 옥과면 입면로 455,1165945,27,회원제
전남,옥과기안CC,김삼종,전남 곡성군 옥과면 소룡리 427-2,242563,9,대중제
전남,르오네뜨CC,김양석,전남 곡성군 오산면 오산로 819-126,972404,9,대중제
전남,보성CC,박지영,전남 보성군 조성면 대곡리 1117,911572,18,대중제
전남,보성에덴CC,안병태,전남 보성군 보성읍 쾌상리 1385,295701,9,대중제
전남,엘리체CC,류채봉,전남 화순군 춘양면 장곡길 55,1067821,18,회원제
전남,화순CC,최창식,전남 화순군 도곡면 천태로 1000-151,1545440,27,회원제
전남,조아밸리CC,조우석,전남 화순군 도곡면 고인돌2로 450,429088,9,대중제
전남,무등산CC,박만주,전남 화순군 화순읍 오성로 292-90,1575772,27,대중제
전남,JNJ골프리조트,정남진골프리조트㈜(고재경 고재일),장흥군 장평면 제산기동로 326,1450502,27,대중제
전남,다산베아채골프&리조트,이애자,전남 강진군 도암면 학장용산길 101,1420762,27,대중제
전남,오시아노골프클럽,한국관광공사(안영배),해남군 화원면 시아로 224,538288,9, 대중제 
전남,파인비치골프링크스 ,파인비치㈜(이화영),해남군 화원면 시아로 224,834771,18, 대중제 
전남,솔라시도CC,피앤지에이개발㈜(이양규),해남군 산이면 산이로 2247,774903,18, 대중제 
전남,아크로CC,박현재,전남 영암군 금정면 안적동길 403,1462477,27,대중제
전남,cosmos 1,㈜파크카운티,영암군 삼호읍 에프원로 121-4,885730,18,대중제
전남,골프존카운티 영암,㈜썬카운티㈜콜프존카운티,영암군 삼호읍 에프원로 121-1,1804843,45,대중제
전남,무안CC,최재훈 최영곤,전남 무안군 청계면 도대리 818,1969760,54,대중제
전남,클린밸리CC,조영희,전남 무안군 청계면 태봉길 33-100,839686,18,대중제
전남,엘리체CC,류채봉,전남 함평군 학교면 서당매길 242,1347715,27,대중제
전남,천지CC,정유신,전남 함평군 함장로 889-11,234544,9,대중제
전남,베르힐컨트리클럽,문금환,전남 함평군 대동면 대동길 408,1599997,27,대중제
전남,웨스트오션CC,대호관광개발㈜(윤오중),영광군 백수읍 해안로 1362-70,951318,18,대중제
전남,에콜리안영광골프장,영광군수(국민체육진흥공단),영광군 영광읍 월현로 1길 40,421962,9,대중제
전남,푸른솔 골프클럽,유순태,전남 장성군 동화면 임정로 155,1312986,27,대중제
전남,백양우리CC,김승룡,전남 장성군 북이면 사거리 752-1,297540,9,대중제
전북,전주월드컵골프장 ,전주시장(전주시설공단),전북특별자치도 전주시 덕진구 온고을로 672,156851,9,대중제
전북,군산CC,군산레저산업㈜(박성주),전북특별자치도 군산시 옥서면 남산군로 1685,4240782,81,대중제
전북,익산컨트리클럽,익산관광개발㈜(안정현),전북특별자치도 익산시 무왕로38길 111,797168,18,대중제
전북,상떼힐CC,익산관광개발㈜(안정현),전북특별자치도 익산시 무왕로38길 111,163423,6,대중제
전북,웅포컨트리클럽,㈜베어포트리조트(박재형),전북특별자치도 익산시 웅포면 강변로 130,917246,18,대중제
전북,포세븐금강컨트리클럽,포세븐금강 컨트리클럽㈜(박승백),전북특별자치도 익산시 웅포면 강변로 130,1242476,18,대중제
전북,태인CC,우진관광개발㈜(고환승),전북특별자치도 정읍시 태인면 상증길 28,850000,18,대중제
전북,태인CC,우진관광개발㈜(고환승),전북특별자치도 정읍시 태인면 상증길 28,228421,9,대중제
전북,내장산골프&리조트,㈜대일내장산 컨트리클럽         (김호석 김은정),전북특별자치도 정읍시 첨단과학로 476,913884,18,대중제
전북,남원상록골프장,공무원연금공단,전북특별자치도 남원시 대산면 월계길 11,1149543,18,대중제
전북,골프존 카운티 드래곤,신한레저㈜(박남식),전북특별자치도 남원시 대산면 대사로 498,936702,18,대중제
전북,골프존 카운티 드래곤,골프존카운티㈜(서상현),전북특별자치도 남원시 대산면 대사로 498,456315,9,대중제
전북,아네스빌CC,유한책인회사 벽원레저개발(이우복),전북특별자치도 김제시 황산면 높은메길 160-39,299986,9,대중제
전북,에스페란사GC,에스페란사GC(정양기외2),전북특별자치도 김제시 금구면 낙산로 120,147569,9,대중제
전북,김제스파힐스CC,㈜티엠지개발(김현하),전북특별자치도 김제시 온천길 37,559779,18,대중제
전북,더나인골프클럽,부흥산업개발㈜(김병철),전북특별자치도 김제시 금구면 대화1길 8-75,453402,9,대중제
전북,OKCC,㈜오케이(문무양),전북특별자치도 완주군 소양면 화심리 300,341398,9,대중제
전북,케이밸리컨트리클럽,스마트시티(유)(김한주)(유)미래로골프(송호범),전북특별자치도 완주군 운주면 산북리 65-4,322847,9,대중제
전북,써미트CC,㈜써미트(정순례),전북특별자치도 진안군 부귀면 부귀로 72-161,1405820,27,대중제
전북,무주덕유산CC,㈜무주덕유산리조트(이중근 이종혁),전북특별자치도 무주군 설천면 만선로 185,848000,18,회원제
전북,골프존카운티무주,㈜케이제이클럽(유현식)㈜골프존카운티(서상현),전북특별자치도 무주군 안성면 장무로 1537-21,895464,18,대중제
전북,장수골프리조트,장수레저㈜(박평섭),전북특별자치도 장수군 계남면 장안산로 303,1270430,18,대중제
전북,전주샹그릴라CC,광산관광개발㈜(최영범),전북특별자치도 임실군 신덕면 수지로 559-90,1068718,27,회원제
전북,금과골프장,금과관광레저타운( 정영곤),전북특별자치도 순창군 금과면 담순로 716,74258,6,대중제
전북,디케이레저,㈜순창씨씨(CC)(김대식),전북특별자치도 순창군 순창읍 금산로 152,203636,9,대중제
전북,고창CC,동호레저㈜(김선미),전북특별자치도 고창군 심원면 애향갯벌로 70,760515,21,대중제
전북,골프존카운티선운,㈜골프존카운티(서상현),전북특별자치도 고창군 아산면 운곡로 418,930788,18,대중제
전북,석정힐CC,석정레저㈜(김혜성),전북특별자치도 고창군 고창읍 석정2로 192,610250,18,대중제
제주,타미우스cc,㈜타미우스(김양옥),제주특별자치도 제주시 애월읍 화전길 201,1164583,27,회원제
제주,그린필드GC,㈜형삼문(박대성),제주특별자치도 제주시 조천읍 번영로 1040-70,959076,18,회원제
제주,라헨느CC,라헨느리조트㈜(강창원 박준영),제주특별자치도 제주시 봉개동 241-13,807383,18,회원제
제주,볼카노골프앤리조트,㈜볼카노골프앤리조트,제주특별자치도 서귀포시 산록남로 1391,1210254,27,회원제
제주,테디밸리,㈜제이에스엔에프개발(김준),제주특별자치도 서귀포시 한창로 365,974992,18,회원제
제주,㈜그랜드부민 꿈드림목장,㈜그랜드부민 꿈드림목장(강동화),제주특별자치도 제주시 516로 2596-117,283520,9,대중제
제주,에코랜드,㈜더원(정우석),제주특별자치도 제주시 조천읍 번영로 1278-169,1317514,27,대중제
제주,라온골프클럽,라온레저개발㈜(손광섭),제주특별자치도 제주시 한경면 용금로 998,1292392,27,대중제
제주,크라운CC,(재)관정이종환재단(이종환),제주특별자치도 제주시 조천읍 북선로 125,961720,27,대중제
제주,더시에나CC,㈜시에나컨트리클럽(신동휴),제주특별자치도 제주시 516로 2695,1443394,18,대중제
제주,아덴힐,아덴힐리조트앤골프㈜(정종인),제주특별자치도 제주시 화전길 82,710250,18,대중제
제주,한라산CC,㈜부건(김용덕 김철우),제주특별자치도 제주시 선돌목동길 56-46,643347,18,대중제
제주,플라자CC,한화호텔앤드리조트㈜(김형조),제주특별자치도 제주시 명림로 575-107,442376,9,대중제
제주,부영CC,주식회사 부영CC(최양환 최병영),제주특별자치도 서귀포시 남원읍 남조로 960,993803,27,대중제
제주,서귀포팬텀 골프앤리조트,서귀포팬텀골프앤리조트(이재학),제주특별자치도 서귀포시 산록남로 2914,1087929,18,대중제
제주,중문GC,한국관광공사(김장실),제주특별자치도 서귀포시 중문관광로 72번길 60,917764,18,대중제
제주,스프링데일,㈜동국개발(강국창),제주특별자치도 서귀포시 남원읍 서성로 459,761919,18,대중제
제주,더클래식CC,㈜더클래식CC(최병영),제주특별자치도 서귀포시 남원읍 남조로 1105,726587,18,대중제
제주,샤인빌파크CC,㈜록(박찬수),제주특별자치도 서귀포시 표선면 가시로 384,632749,18,대중제
제주,골프존카운티오라,글래드호텔앤리조트㈜ (박명신)㈜골프존카운티 (서상현),제주특별자치도 제주시 오라남로 130-16,1107441,18,회원제
제주,골프존카운티오라,글래드호텔앤리조트㈜ (박명신)㈜골프존카운티 (서상현),제주특별자치도 제주시 오라남로 130-16,939664,18,대중제
제주,엘리시안제주,GS건설㈜(임병용),제주특별자치도 제주시 평화로 1738-116,804452,18,회원제
제주,엘리시안제주,GS건설㈜(임병용),제주특별자치도 제주시 평화로 1738-116,733605,18,대중제
제주,에버리스CC,신안관광개발㈜(최형순),제주특별자치도 제주시 평화로 1693-75,637488,18,회원제
제주,에버리스CC,신안관광개발㈜(최형순),제주특별자치도 제주시 평화로 1693-75,341400,9,대중제
제주,아난티클럽제주,㈜아난티한라(이만규),제주특별자치도 제주시 선유로 445-55,363262,9,회원제
제주,아난티클럽제주,㈜아난티한라(이만규),제주특별자치도 제주시 선유로 445-55,1360322,27,대중제
제주,블랙스톤제주,㈜블랙스톤리조트(원기룡),제주특별자치도 제주시 한창로 925-122,1021348,18,회원제
제주,블랙스톤제주,㈜블랙스톤리조트(원기룡),제주특별자치도 제주시 한창로 925-122,424780,9,회원제
제주,캐슬렉스제주,㈜캐슬렉스제주(이성무),제주특별자치도 서귀포시 안덕면 평화로 1241,858271,18,회원제
제주,캐슬렉스제주,㈜캐슬렉스제주(이성무),제주특별자치도 서귀포시 안덕면 평화로 1241,285698,9,대중제
제주,해비치CC,해비치호텔앤드리조트㈜(김민수),제주특별자치도 서귀포시 남원읍 원님로 399번길 319,797237,18,회원제
제주,해비치CC,해비치호텔앤드리조트㈜(김민수),제주특별자치도 서귀포시 남원읍 원님로 399번길 319,769915,18,대중제
제주,롯데스카이힐제주,㈜호텔롯데(김태홍),제주특별자치도 서귀포시 상예로 530,772881,18,회원제
제주,롯데스카이힐제주,㈜호텔롯데(김태홍),제주특별자치도 서귀포시 상예로 530,945053,18,대중제
제주,사이프러스골프,남영산업㈜(김헌국),제주특별자치도 서귀포시 번영로 2300,786019,18,회원제
제주,사이프러스골프,남영산업㈜(김헌국),제주특별자치도 서귀포시 번영로 2300,889445,18,대중제
제주,나인브릿지,CJ대한통운주식회사(박근희),제주특별자치도 서귀포시 안덕면 광평로 34-156,960827,18,회원제
제주,나인브릿지,CJ대한통운주식회사 (박근희) / 임대 _ 나인브릿지 퍼블릭 (김영찬),제주특별자치도 서귀포시 안덕면 광평로 34-156,220523,6,대중제
제주,SK핀크스,SK핀크스㈜(강석현),제주특별자치도 서귀포시 안덕면 산록남로 863,874521,18,회원제
제주,SK핀크스,SK핀크스㈜(강석현),제주특별자치도 서귀포시 안덕면 산록남로 863,370327,9,대중제
충남,우정힐스 컨트리클럽,그린나래㈜,목천읍 충절로 1048-68,1049767,18,회원제
충남,천안상록 골프장,공무원연금관리공단,수신면 수신로 576,1314137,27,대중제
충남,골프존카운티 천안,㈜지씨천안,병천면 매성2길 103,913887,18,대중제
충남,마론컨트리클럽,㈜마론,동남구 북면 납안5길 74,1027365,18,대중제
충남,프린세스 골프클럽,공주개발(주),공주시 정안면 방자들길 81-50(인풍리),751706,18,대중제
충남,골드리버CC,㈜웅진,공주시 의당면 신정말길 67-133(청룡리),152438,9,대중제
충남,계룡산골프장,계룡산골프장,공주시 계룡면 아랫난댕이길 17(내흥리),103426,9,대중제
충남,보령베이스CC,㈜대천리조트,보령시 옥마벚길 10,350420,9,대중제
충남,에스앤 골프리조트,㈜에스앤골프리조트,보령시 남포면 양항리 650-2,205503,9,대중제
충남,도고컨트리 구락부,㈜도고칸추리크럽,선장면 삼봉산길 188,904536,18,회원제
충남,에스지아름다운골프&리조트,㈜단톡,영인면 영인산로 440,1648880,27,대중제
충남,서산수 골프앤리조트,서산수골프앤리조트,서산시 대산읍 삼길포7로 8,955691,18,대중제
충남,더힐 컨트리클럽,㈜일상,논산시 상월면 선비로 1079,247641,9,대중제
충남,아리스타 CC,대양레져산업개발㈜,연무읍 황화정리 산100,895189,18,대중제
충남,파인스톤 컨트리클럽,㈜동양관광레저,당진시 송산면 무수들길 90,686891,18,대중제
충남,파나시아 골프클럽,만진집단㈜,당진시 신평면 계명길 33,387448,9,대중제
충남,플라밍고C.C,최영수,당진시 석문면 산단8로 299,1096308,30,대중제
충남,에딘버러 컨트리클럽,(주)부토,금산군 진산면 살구정길 167,1024690,18,회원제
충남,백제컨트리클럽,백제컨트리클럽㈜,부여군 은산면 충절로 3734-82,1459801,27,대중제
충남,㈜호텔롯데 스카이힐 부여CC,㈜호텔롯데,부여군 규암면 백제문로 470,981904,18,대중제
충남,골든베이골프&리조트,㈜셀럽골프앤리조트,태안군 근흥면 정선포로 217,1385535,27,대중제
충남,스톤비치컨트리클럽,㈜스톤비치,태안군 근흥면 갈음이길 88,523948,18,대중제
충남,로얄링스1,로얄링스㈜,태안군 태안읍 반곡길 284,707220,18,대중제
충남,로얄링스2,로얄링스㈜,태안군 태안읍 반곡길 284,714790,18,대중제
충남,솔라고CC1,㈜현대도시개발 일진레저㈜,태안군 태안읍 소곳이길 92-234,720400,18,대중제
충남,솔라고CC2,㈜현대도시개발 일진레저㈜,태안군 태안읍 소곳이길 92-234,843860,18,대중제
충남,내포골프클럽,(주)내포개발, 예산군 삽교읍 산수길 242(목리 1420) ,382123,9,대중제
충북,그랜드cc,임재풍,청주시 청원군 오창읍 꽃화산길 14,1696299,27,회원제
충북,아난티 중앙골프클럽,이대현,진천군 백곡면 배티로 818-105,1151924,27,회원제
충북,천 룡cc,윤진동,진천군 이월면 진안로 347-123,1153107,27,회원제
충북,세레니티cc,김주영,청주시 서원구 남이면 문곡구절골길 235,1075151,18,회원제
충북,스 타cc,변재길,충주시 앙성면 상대촌1길 198,1005341,18,회원제
